,p_id,name,price,colour,brand,ratingCount,avg_rating,Occasion,Border,Fabric,Ornamentation,Pattern,Print or Pattern Type,Sustainable,Technique,Wash Care,Wedding,AddOns
406,11396716,Roadster Women Maroon Solid Joggers Jumpsuit,2499,Maroon,roadster,38,3.578947368,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
407,14850480,Roadster Women Rose Pink Denim Pure Cotton Shorts,1899,Rose,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
408,16836252,The Roadster Lifestyle Co Women Light Blue High-Rise Denim Shorts With A Belt,1999,Blue,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
409,16961272,Roadster Women Olive Green Ribbed High Neck Zip Detail Top,1299,Olive,roadster,10,3.6,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,NA,
410,14955096,Roadster Women Mustard Yellow Co-Ord Set,2399,Mustard,roadster,189,4.343915344,Casual,,,,,,,,Machine Wash,,NA
411,11688404,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1899,Blue,roadster,168,4.178571429,Casual,,Cotton,,,,,,Machine Wash,,NA
412,19047410,Roadster Women Black Solid Shorts,999,Black,roadster,0,0,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
413,15773366,The Roadster Lifestyle Co Women Cream Denim Straight Skirt With Buckle Clips,2399,Cream,roadster,0,0,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,NA,NA
414,16187090,The Roadster Lifestyle Co Women Navy Blue Straight Fit High-Rise Light Fade Cotton Jeans,2499,Navy Blue,roadster,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
415,15089148,Roadster Women Lavender Pleated Joggers,1599,Lavender,roadster,22,3.772727273,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
416,14955108,Roadster Women Pink & Grey Camouflage Printed T-shirt with Joggers,2399,Pink,roadster,206,4.194174757,Casual,,,,,,Regular,,Machine Wash,,NA
417,17640614,The Roadster Lifestyle Co Women Blue Slim Fit Low Distress Mid-Rise Stretchable Jeans,3299,Blue,roadster,0,0,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
418,13334424,The Roadster Lifestyle Co Women Mauve Joggers,2799,Mauve,roadster,64,3.890625,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
419,15202904,Roadster Women Teal Blue Ribbed Co-Ords,2199,Teal,roadster,107,4.373831776,Casual,,,,,,Regular,,Machine Wash,,NA
420,11990962,Roadster Women Black & Cream-Coloured Self Striped Pullover Sweater,1999,Black,roadster,177,4.259887006,Casual,,Acrylic,,Striped,Striped,Regular,,Machine Wash,,
421,8330207,Roadster Women Black Solid Top,799,Black,roadster,1406,4.242532006,Casual,,Pure Cotton,,Solid,Solid,,,Machine Wash,,
422,11990866,Roadster Women Olive Green & Beige Colourblocked Two-Piece Co-ords,2499,Olive,roadster,52,4.461538462,Casual,,,,,,Regular,,Machine Wash,,NA
423,15441240,Roadster Women Lavender Solid Joggers Trousers,2599,Lavender,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
424,15441242,The Roadster Lifestyle Co Women Red Straight Fit High-Rise Peg Trousers,2699,Red,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
425,13984204,Roadster Women Lovely Olive Solid Co-Ord Set Dress,2699,Olive,roadster,15,4.533333333,Casual,,,,,,Regular,,Machine Wash,,NA
426,16961262,The Roadster Lifestyle Co Women Red  Ribbed High Neck Top With Zipper Detail,1299,Red,roadster,6,4.166666667,Casual,,Pure Cotton,,Self Design,Self Design,Regular,,Machine Wash,NA,
427,14330800,Roadster Women Mauve Solid Knitted Midi Co-Ordinate Sets,3199,Mauve,roadster,45,4.666666667,Casual,,,,,,Regular,,Machine Wash,,NA
428,16836258,The Roadster Lifestyle Co Women Blue High-Rise Denim Shorts,2199,Blue,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,
429,14935566,Roadster Green Ribbed Crop Top,1399,Green,roadster,34,4.617647059,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
430,16836222,Roadster Women Light Blue A-Line Tiered Denim Skirt With Smocked Waistband & Frayed Hem,1799,Blue,roadster,0,0,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,NA,NA
431,14536056,Roadster Women Charcoal Grey Pure Cotton Hooded Denim Jacket,2999,Charcoal,roadster,10,4.7,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
432,14355346,Roadster Women Stylish Black Solid Biker Jacket,5499,Black,roadster,40,4,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
433,11396694,Roadster Women Maroon Solid Basic Jumpsuit,2199,Maroon,roadster,44,4.113636364,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
434,14356150,Roadster Women Navy Blue Grey Striped Bomber Jacket,3999,Navy Blue,roadster,42,4.5,Casual,,Polyester,,Striped,Striped,Regular,,Machine Wash,,NA
435,14535826,Roadster Women Blue Solid Denim Trucker Jacket,3199,Blue,roadster,0,0,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
436,14935934,Roadster Women Green Wrap Crop Top,1099,Green,roadster,10,4.3,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
437,13339842,The Roadster Lifestyle Co Blue Solid Jogger Fit Basic Denim Jumpsuit,2599,Blue,roadster,73,4.082191781,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
438,14356188,Roadster Women Beige Solid Longline Sherpa Jacket,4799,Beige,roadster,22,4.045454545,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
439,14355452,Roadster Women Chic Brown Solid Biker Jacket,5499,Brown,roadster,27,4.111111111,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
440,11396690,Roadster Women Olive Green Pure Cotton Solid Basic Jumpsuit,2099,Olive,roadster,48,4.375,Casual,,Cotton,,Solid,,Regular,,Machine Wash,,
441,11990456,Roadster Women Peach-Coloured Solid Padded Jacket,3599,Peach,roadster,343,3.909620991,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
442,14356200,Roadster Women Black Hooded Fur Jacket,4999,Black,roadster,62,4.35483871,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
443,14935492,Roadster Women Black Solid Cut-Out Fitted Crop Top,1099,Black,roadster,29,4.620689655,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,NA,
444,14935426,Roadster Women Green High-Low Longline Top,2199,Green,roadster,9,4.222222222,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,,
445,14935802,Roadster Women Deep Mustard Solid Ruched Top,1399,Mustard,roadster,22,4.454545455,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
446,16836204,The Roadster Lifestyle Co Blue Denim A-Line Skirt with Smocked Waistband & Frayed Hem,1799,Blue,roadster,0,0,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,NA,NA
447,14331284,Roadster Women Mustard Yellow Ribbed Longline Pullover,2199,Mustard,roadster,36,4.388888889,Casual,,Acrylic,,Ribbed,Ribbed,Regular,,Machine Wash,,
448,16902060,The Roadster Lifestyle Co Lavender Solid Casual Wrap Top,1299,Lavender,roadster,57,4.438596491,Casual,,Viscose Rayon,,Solid,Solid,Regular,,Machine Wash,NA,
449,2357270,Roadster Women Olive Green Printed Top,999,Olive,roadster,664,4.115963855,Casual,,Cotton Blend,,Printed,Typography,,,Machine Wash,,
450,12279324,Roadster Women Blue Solid Cropped Denim Jacket,2499,Blue,roadster,148,4.513513514,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
451,12773448,Roadster Women Green Solid Tailored Jacket,2999,Green,roadster,46,3.913043478,Casual,,Cotton,,Solid,Solid,Regular,,Dry Clean,,NA
452,10562374,The Roadster Lifestyle Co Women Blue Solid Denim Jacket,2899,Blue,roadster,269,4.289962825,Casual,,Cotton,,Solid,Solid,,,Machine Wash,,NA
453,14356168,Roadster Women Navy Blue & Maroon Colourblocked Padded Jacket,2999,Navy Blue,roadster,52,4.384615385,Casual,,Polyester,,Colourblocked,Colourblocked,Regular,,Machine Wash,,NA
454,14356158,Roadster Women Burgundy Convertible Jacket with Detachable Sleeves,4999,Burgundy,roadster,21,4.523809524,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
455,12698608,Roadster Women Burgundy Solid Puffer Jacket with Applique Detail,2999,Burgundy,roadster,345,3.849275362,Casual,,Nylon,,Solid,NA,Regular,,Machine Wash,,NA
456,14356152,Roadster Women Grey & White Faux Fur Bomber Jacket,4599,Grey,roadster,46,4.543478261,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
457,14535952,Roadster Women Light Blue Solid Stand-Collar Denim Jacket,2999,Blue,roadster,11,4.636363636,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
458,14935496,Roadster Maroon Cowl Neck Smocking Top,1399,Maroon,roadster,0,0,Casual,,Polycotton,,Solid,Solid,Regular,,Machine Wash,NA,
459,12698844,Roadster Women Olive Green Solid Padded Jacket,3299,Olive,roadster,176,3.880681818,Casual,,Nylon,,Solid,Solid,Regular,,Machine Wash,,NA
460,14355352,Roadster Women Maroon Solid Quilted Hooded Jacket,3999,Maroon,roadster,15,4.133333333,Casual,,Nylon,,Solid,Solid,Regular,,Machine Wash,,NA
461,13315048,Roadster Women Blue Narrow Wide Leg High-Rise Clean Look Stretchable Jeans,2299,Blue,roadster,3557,4.184143942,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
462,14356166,Roadster Women Olive Green Solid Bomber Jacket,3999,Olive,roadster,34,4.264705882,Casual,,Nylon,,Solid,Typography,Regular,,Machine Wash,,NA
463,14356128,Roadster Women Green Grey Colourblocked Padded Jacket,3599,Green,roadster,38,4.184210526,Casual,,Polyester,,Colourblocked,Colourblocked,Regular,,Machine Wash,,NA
464,14355392,Roadster Women Green Solid Crop Quilted Jacket,3899,Green,roadster,28,4.357142857,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
465,12279400,Roadster Women Blue Washed Taping Detail Denim Jacket,2799,Blue,roadster,44,4.636363636,Casual,,Cotton,,Solid,Washed,Regular,,Machine Wash,,NA
466,14935868,Roadster Women Mauve Ribbed Top,1499,Mauve,roadster,38,4.447368421,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
467,12278640,Roadster Women Navy Blue Flared Fit High-Rise Clean Look Stretchable Jeans,2499,Navy Blue,roadster,716,4.393854749,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
468,14356298,Roadster Women Pink Bomber Jacket,3999,Pink,roadster,46,4.586956522,Casual,,Polyester,,Solid,Solid,Regular,,Dry Clean,,NA
469,14954642,Roadster Women Black Boyfriend Fit Mid Rise Clean Look Stretchable Jeans,2699,Black,roadster,29,4.034482759,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
470,13710356,Roadster Women Stunning Blue High-Rise Jogger Cropped Stretchable Jeans,1999,Blue,roadster,137,3.839416058,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
471,15773298,Roadster Women Blue Flared Mildly Distressed Light Fade Jeans,2399,Blue,roadster,75,4.24,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
472,13334168,The Roadster Lifestyle Co Blue Solid Pure Cotton Top,1099,Blue,roadster,14,3.5,Casual,,Pure Cotton,,Solid,Solid,Regular,,Machine Wash,,
473,15773152,Roadster Women Blue Wide Leg High-Rise Mildly Distressed Stretchable Jeans,2399,Blue,roadster,107,4.439252336,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
474,11990670,Roadster Women Grey & Green Colourblocked Bomber,3899,Grey,roadster,127,4.464566929,Casual,,Polyester,,Colourblocked,Graphic,Regular,,Machine Wash,,NA
475,14925780,Roadster Women Blue Wide Leg Stretchable Jeans,2299,Blue,roadster,215,4.172093023,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
476,11990694,Roadster Women Rust Orange Antiviral Finish Solid Tailored Jacket,3399,Rust,roadster,86,4.209302326,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
477,13710492,Roadster Women Blue Straight Fit Mid-Rise Clean Look Stretchable Cropped Jeans,2099,Blue,roadster,260,4.465384615,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
478,10388213,Roadster Women Grey Skinny Fit Mid-Rise Low Distress Stretchable Jeans,2499,Grey,roadster,539,4.163265306,Casual,,Cotton,,,,,,Machine Wash,,NA
479,9018025,The Roadster Lifestyle Co Women Blue Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,2199,Blue,roadster,447,4.046979866,Casual,,Cotton,,,,,,Machine Wash,,NA
480,15202838,Roadster Women Sea Green Ribbed Crop Top,1099,Sea Green,roadster,24,4.208333333,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,
481,11118464,The Roadster Lifestyle Co Women Blue Super Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,1399,Blue,roadster,459,4.126361656,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
482,11930870,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1699,Blue,roadster,213,4.164319249,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
483,14355426,Roadster Women Pink & Purple Camouflage Print Cropped Hooded Tailored Jacket,4299,Pink,roadster,38,4.315789474,Casual,,Polyester,,Printed,Camouflage,Regular,,Machine Wash,,NA
484,11226262,Roadster Women Black Skinny Fit High-Rise Clean Look Stretchable Jeans,1699,Black,roadster,297,3.750841751,Casual,,Cotton,,,,,,Machine Wash,,NA
485,13710726,Roadster Women Blue Skinny Fit Mid-Rise Stretchable Jeans,1799,Blue,roadster,41,3.585365854,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
486,16835280,The Roadster Lifestyle Co Women Blue Wide Leg Stretchable Jeans,2699,Blue,roadster,29,4.448275862,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
487,11530326,Roadster Women Blue Regular Fit Flared Mid-Rise Clean Look Stretchable Jeans,2199,Blue,roadster,145,4.275862069,Casual,,Cotton,,,,,,Machine Wash,,NA
488,14954602,Roadster Women Alluring Grey High-Rise Boyfriend Fit Stretchable Jeans,2399,Grey,roadster,113,3.902654867,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
489,13710306,Roadster Women Blue Bootcut Mid-Rise Clean Look Stretchable Jeans,1699,Blue,roadster,183,4.136612022,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
490,14954422,Roadster Women Blue Solid Light Fade Stretchable Jeans,2599,Blue,roadster,38,4.026315789,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
491,14954664,Roadster Women Blue Boyfriend Fit High-Rise Light Fade Stretchable Jeans,2399,Blue,roadster,47,4.29787234,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
492,11541522,Roadster Women Blue Skinny Fit High-Rise Clean Look Stretchable Cropped Jeans,1699,Blue,roadster,1223,4.11529027,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
493,13757442,Roadster Women Peach-Coloured Straight Fit Stretchable Jeans,2599,Peach,roadster,17,4,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
494,9478961,The Roadster Lifestyle Co Women Mustard Yellow & Black Checked Cardigan,1699,Mustard,roadster,246,4.329268293,Casual,,Acrylic,,Checked,Checked,Regular,,Machine Wash,,
495,11688524,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,1799,Blue,roadster,219,4.03196347,Casual,,Cotton,,,,,,Machine Wash,,NA
496,13757408,Roadster Women Stunning Blue Straight Fit Stretchable Jeans,2599,Blue,roadster,52,4.211538462,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
497,14094074,Roadster Women Blue Skinny Fit Light Fade Stretchable Cropped Jeans,1999,Blue,roadster,30,4.133333333,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
498,13756948,Roadster Women Alluring Grey Mid-Rise Boyfriend Fit Stretchable Jeans,2599,Grey,roadster,49,4.346938776,Casual,,Cotton,,,,Regular,,Machine Wash,,Comes with a belt
499,11542060,Roadster Women Blue Regular Fit Mid-Rise Clean Look Jeans,2299,Blue,roadster,118,4.372881356,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
500,14356282,Roadster Women Pink  & Grey Colourblocked Padded Jacket with Detachable Hood,3999,Pink,roadster,33,4.606060606,Casual,,Polyester,,Colourblocked,Colourblocked,Regular,,Machine Wash,,NA
501,11990476,Roadster Women Mustard Yellow Solid Hooded Tailored Jacket,3999,Mustard,roadster,171,4.035087719,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
502,14535996,Roadster Women Blue Solid Longline Denim Shacket,2899,Blue,roadster,16,4.125,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,Belt
503,9479095,The Roadster Lifestyle Co Women Peach-Coloured Solid Puffer Jacket,3699,Peach,roadster,876,4.315068493,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
504,14356140,Roadster Women Black & Maroon Striped Detachable Hood Padded Jacket,3599,Black,roadster,23,4.086956522,Casual,,Polyester,,Striped,Striped,Regular,,Machine Wash,,NA
505,12178104,Roadster Women Blue Solid Denim Jacket,2499,Blue,roadster,554,4.42599278,Casual,,Cotton,,Solid,Washed,,,Machine Wash,,NA
506,1845133,Roadster Women Red Solid Padded Jacket,2999,Red,roadster,670,4.16119403,Casual,,PU,,Solid,Solid,,,Machine Wash,,NA
507,14535904,Roadster Women Stylish Black Solid Denim Trucker Jacket,2899,Black,roadster,32,4.53125,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
508,14355328,Roadster Women Stylish Black Solid Velvet Jacket,4799,Black,roadster,56,4.553571429,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,,NA
509,16961378,Roadster Adobe Rose Pink Solid Round Neck Cap Sleeves Knitted Tank Regular Top,799,Pink,roadster,5,4.2,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,Guests & Gifting,
510,14535830,Roadster Women Blue Solid Stand-Collar Denim Jacket,2999,Blue,roadster,7,4.142857143,Casual,,Cotton,,Solid,Solid,Regular,,Machine Wash,,NA
511,14935518,Roadster Women Charming Maroon Solid Knitted Top,1899,Maroon,roadster,8,4,Casual,,Polyester,,Solid,Solid,Regular,,Machine Wash,NA,
512,16961358,The Roadster Lifestyle Co Women Off-White Solid Regular Top,799,Off White,roadster,9,4.111111111,Casual,,Cotton Blend,,Solid,Solid,Regular,,Machine Wash,NA,
513,14954722,Roadster Women Stylish Black High-Rise Bootcut Stretchable Jeans,2399,Black,roadster,241,4.394190871,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
514,6995096,Roadster Women Blue Skinny Fit Mid-Rise Clean Look Stretchable Jeans,1699,Blue,roadster,1924,3.947505198,Casual,,Cotton,,,,,,Machine Wash,,NA
515,15773232,Roadster Women Blue Flared Jeans,2199,Blue,roadster,44,4.136363636,Casual,,Cotton,,,,Regular,,Machine Wash,,NA
516,15773200,The Roadster Lifestyle Co Women Blue Slouchy Fit High-Rise Light Fade Stretchable Jeans,2599,Blue,roadster,12,4.25,Casual,,Organic Cotton,,,,Regular,,Machine Wash,,NA
517,10340119,Inddus Peach-Coloured & Beige Unstitched Dress Material,5799,Peach,inddus,145,4.068965517,Daily,,,NA,,Ethnic Motifs,,NA,Dry Clean,,
518,8340727,Inddus Women Dusty Pink Solid Semi-Stitched Lehenga & Unstitched Blouse with Dupatta,6549,Pink,inddus,636,3.985849057,,,,NA,,,,NA,,,
519,13843398,Inddus Teal Blue Solid Accordian Pleat Ruffles Saree with Embroidered Blouse,4399,Teal,inddus,580,4.45,Festive,No Border,,NA,Solid,Solid,Regular,,Dry Clean,Bride & Wedding Squad,
520,18011298,Inddus Lavender & Gold-Toned Banarasi Cotton Unstitched Dress Material,5799,Lavender,inddus,0,0,Festive,,,Zari,,Ethnic Motifs,Regular,NA,Dry Clean,Bride & Wedding Squad,
521,12631352,Inddus Purple & Golden Silk Blend Woven Design Banarasi Saree,4699,Purple,inddus,1644,4.472019465,Traditional,Zari,,Zari,Woven Design,Ethnic Motifs,Regular,,Dry Clean,Bride & Wedding Squad,
522,15463538,Inddus Stylish Multi Woven Design Unstitched Lehenga Choli with Dupatta,8499,Multi,inddus,35,4.171428571,,,,NA,,,Regular,NA,,,
523,15916398,Inddus Women Tranquil Teal Printed Top with Solid Skirt,7399,Teal,inddus,17,4.588235294,Ethnic,,,,,,Regular,,Dry Clean,Bride & Wedding Squad,NA
524,17566184,Inddus Women Dusty Pink Printed Co-Ords,6899,Rose,inddus,8,3.125,Ethnic,,,,,,Regular,,Dry Clean,NA,NA
525,17500900,Inddus Solid Saree with Embellished Border,3999,Teal,inddus,40,4.15,Party,Embellished,,Mirror Work,Solid,Solid,Regular,,Dry Clean,Bride & Wedding Squad,
526,17911056,Inddus Women Taupe Solid Top With Palazzos,5599,Taupe,inddus,0,0,Casual,,,,,,Regular,,Dry Clean,NA,NA
527,12631338,Inddus Magenta Pink Solid Silk Blend Embroidered Border Saree,4999,Magenta,inddus,1590,4.375471698,Festive,Zari,,Zari,Solid,Solid,Regular,,Dry Clean,,
528,11434632,Inddus Women Red Embroidered Kurta with Trousers & Dupatta,5899,Red,inddus,1327,4.1213263,Festive,,,Sequinned,,Ethnic Motifs,Regular,NA,Dry Clean,Guests & Gifting,NA
529,17915096,Inddus Yellow Embroidered Semi-stitched Lehenga Choli With Dupatta,7999,Yellow,inddus,0,0,,,,Sequinned,,,Regular,NA,,Bride & Wedding Squad,
530,13552366,Inddus Green Embellished Semi-Stitched Lehenga & Blouse with Dupatta,5199,Green,inddus,198,3.777777778,,,,Sequinned,,,Regular,NA,,,
531,17566182,Inddus Women Attractive Peach Solid Top with Palazzos,5699,Peach,inddus,0,0,Ethnic,,,,,,Regular,,Dry Clean,Bride & Wedding Squad,Jacket
532,11393552,Inddus Pink Sheer Net Ruffle Dupatta,1099,Pink,inddus,74,4.216216216,Party,Solid,Net,NA,Solid,Solid,Regular,NA,Dry Clean,Guests & Gifting,
533,17915112,Inddus Beautiful Teal Woven Design Semi-stitched Lehenga Choli With Dupatta,6799,Teal,inddus,0,0,,,,Gotta Patti,,,Regular,NA,,Bride & Wedding Squad,
534,16186448,Inddus Women Wine Self Design Anarkali Kurta with Printed Organza Dupatta,5999,Purple,inddus,150,4.366666667,Festive,,Chiffon,Mirror Work,Woven Design,Solid,Regular,NA,Dry Clean,,
535,18011278,Inddus Orange & Gold-Toned Unstitched Dress Material,5999,Orange,inddus,0,0,Festive,,,Zari,,Floral,Regular,NA,Dry Clean,Bride & Wedding Squad,
536,13427900,Inddus Maroon Solid Ruffled Saree,4399,Maroon,inddus,109,4.385321101,Party,Solid,,Sequinned,Solid,Solid,Regular,,Dry Clean,,
537,17566190,Inddus Women Stylish Black Embellished Top with Solid Palazzos,6299,Black,inddus,0,0,Ethnic,,,,,,Regular,,Dry Clean,Bride & Wedding Squad,NA
538,18011274,Inddus Maroon & Golden Unstitched Dress Material,5999,Maroon,inddus,0,0,Festive,,,Zari,,Ethnic Motifs,Regular,NA,Dry Clean,Bride & Wedding Squad,
539,12641798,Inddus Women Cream-Coloured & Green Floral Printed Ethnic Crop Top,3099,Cream,inddus,29,4.310344828,Ethnic,,Silk Blend,,Printed,Floral,Regular,,Dry Clean,,
540,18205188,Inddus Red & Gold-Toned Woven Design Silk Blend Patola Saree,4399,Red,inddus,6,3,Traditional,Woven Design,,Zari,Woven Design,Ethnic Motifs,Regular,,Dry Clean,Bride & Wedding Squad,
